term,2014-10-15,2014-10-22,2014-10-01,2014-10-08
presobama,0,36,63,38
pressfreedom,1,3,0,1
pressured,12,0,2,89
prestige,1,1,1,0
prestigious,1,0,1,1
presume,3,1,3,0
presumed,0,1,1,1
presumption,0,1,2,2
pretended,3,1,2,0
pretends,1,2,0,4
pretense,1,1,4,0
pretentious,0,1,1,2
pretext,1,2,2,0
prevailing,0,2,1,2
prevails,4,2,0,4
preventing,1,9,0,10
prevents,0,1,6,2
previews,1,0,1,2
prey,0,4,2,3
preying,0,1,1,3
pri,0,3,1,1
priests,0,3,3,7
priforce,1,0,5,1
prima,1,0,1,1
primer,2,0,1,1
princeeditor,1,0,1,2
princess_trevor,1,1,2,0
princeton,2,0,5,55
princss6,2,3,0,4
printed,0,1,5,2
printing,1,2,0,2
prisonindustrialcomplex,2,1,0,1
prisonplanet,2,2,0,3
privatization,3,0,2,3
privatizedprisons,0,1,1,2
priviledge,1,1,0,4
privledge,1,1,0,1
prkdr,0,1,2,1
probing,2,1,12,0
problack,2,1,0,11
probs,0,2,2,8
proceeding,2,3,1,0
processed,4,0,3,4
processing,0,13,2,3
producer,3,7,0,15
producers,2,0,9,5
producing,1,5,2,0
productions,1,1,1,0
products,4,8,0,7
profanities,1,2,0,1
professionally,0,1,2,2
professionals,0,5,4,5
professors,2,5,0,8
profitable,0,4,1,2
progs,2,5,1,0
prohibited,0,4,1,2
prolific,2,1,1,0
prolonged,1,4,1,0
prolonging,1,0,1,1
promo,3,4,2,0
prompted,2,3,13,0
pronounce,5,2,0,1
pronto,1,1,1,0
propagandist,3,3,0,2
prophecy,0,8,1,4
propheticaloeswood,1,0,7,1
prophets,2,6,0,1
proportion,1,3,0,6
prosector,2,5,2,0
prosecutorial,1,3,0,1
prosperous,1,1,0,1
prostitute,0,2,1,1
prostitutes,0,2,1,2
prostitution,1,0,1,4
protectandserve,0,2,2,1
protector,2,4,2,0
protectors,2,2,0,2
proteste,0,2,6,6
protesteriqcheck,3,3,1,0
protesto,2,5,0,1
protocols,3,0,1,2
proudoftheusa,0,1,3,1
proverbs,1,0,1,3
provocateur,3,0,5,6
provocateurs,12,7,0,9
provocation,2,2,0,2
provokes,0,2,1,1
proximity,1,1,0,5
prt,0,2,1,2
pruradio,1,0,1,2
prussogirl,0,1,6,13
pseudo,1,1,0,3
psst,1,0,2,3
pst,1,1,6,0
pstinard,0,1,1,1
psychic,2,5,1,0
psychologist,6,2,1,0
psychologists,0,2,2,1
psyop,22,26,0,2
psyops,1,1,0,1
pto,1,2,0,2
pts,2,0,3,1
pty,1,1,0,1
public_archive,3,1,1,0
publically,1,1,1,0
publication,1,2,1,0
publisher,0,1,2,2
pubs,1,0,1,1
puddle,0,1,1,1
pudingtane,0,4,2,1
puff,1,2,0,1
pulis,0,6,1,3
pulp,0,1,1,1
pulpnews,6,2,1,0
pumpkins,817,42,1,0
punchlines,3,2,0,1
pundit_academic,0,1,1,1
punditpress,3,1,0,21
pundits,0,6,3,2
punishes,2,1,1,0
punting,1,1,1,0
purgatory,0,1,1,1
purged,2,0,1,1
pus,1,0,1,1
pushin,0,3,1,4
puss,1,2,0,1
putland,2,0,1,1
puzzle,1,0,2,1
pvc122266,3,0,5,11
q4,2,1,0,1
qaeda,1,3,0,1
qeyno,12,0,2,4
qt19,3,2,0,20
qtna,2,3,0,1
qtpoc,1,0,1,2
quaint,1,1,1,0
qualifies,3,0,3,3
qualms,3,1,0,1
quarters,1,1,0,1
quash,1,0,1,4
quasi,1,1,0,1
que,1,2,5,0
queenlintlicker,1,1,0,7
queenphillippa,0,4,1,2
queeract,2,0,1,6
questionbridge,3,2,0,4
quickiemart,0,1,1,1
quicktrip,4,3,0,15
quid,3,2,1,0
quinn,0,1,5,1
quitting,1,2,0,2
quotation,1,0,1,1
ra,1,3,0,7
racebait,3,3,1,0
racebaiter,3,10,0,4
racecard,0,12,3,3
racefiles,1,0,3,5
raceissues,1,1,0,2
racematters,1,1,0,3
racewar,1,0,1,6
rachael,1,2,0,1
racialinjustice,0,1,40,9
racialized,4,5,4,0
racisim,0,2,3,1
racismisreal,3,0,1,1
racismlives,1,1,0,2
racismliveshere,2,0,2,1
racismusa,0,3,2,2
racistamerica,1,1,0,2
racking,1,0,1,1
radically,1,3,0,2
radiofree,0,1,2,2
radiojackr,2,0,1,2
radley,1,0,1,1
rahmemanuel,0,2,3,2
raided,0,1,2,1
raiders,1,1,0,3
raids,2,0,1,2
rail,0,1,1,3
railing,1,2,0,1
railroad,0,3,1,4
rails,1,1,0,9
rainbow,0,2,3,8
rained,0,1,3,2
rains,2,0,2,7
raiser,0,2,3,4
raking,1,1,1,0
raleigh,0,1,5,2
rallied,1,2,4,0
rally_beautiful_cover,1,0,1,2
ram,33,4,0,3
rambling,1,1,0,1
rambobiggs,1,4,0,5
rampage,2,4,0,26
ramping,3,1,0,2
randy,5,0,1,1
rang,0,25,1,43
rangerstalked,9,4,0,1
ranken,7,1,1,0
ranking,0,1,1,2
rankings,2,0,1,1
rantdogeditor,2,2,1,0
rapists,2,4,0,6
rapulana,8,1,0,22
raqiyahmays,0,1,2,4
rash,8,1,2,0
rasist,1,1,0,1
raspyrawls,1,6,0,8
ratchet,1,1,0,2
ratchetengineer,9,2,0,20
ratetake,0,2,1,1
rationalization,6,6,0,10
rationally,2,1,0,2
ratios,0,1,2,1
ratliff,1,0,1,2
raulareyes,0,5,1,1
ravensymone,2,0,8,6
raymiifernandezznot,0,2,4,2
raynniere,2,2,1,0
raypureface,5,1,0,1
rays,0,4,1,1
rb,0,2,4,12
rbonne1,1,0,1,1
rbpundit,7,5,0,1
rcp,0,1,3,5
rcp_articles,1,2,1,0
re_newsit,3,0,51,26
rea,0,1,1,1
reactionary,1,1,0,1
readcontra,2,0,2,2
readiness,1,0,6,1
realdlhughley,1,1,0,5
realdoctorwhite,1,1,0,1
realer,1,0,1,1
realericholder,3,5,0,7
realgwallatalk,1,0,2,1
realhiphop,1,1,0,1
realitycheck,1,0,1,1
reallife,1,0,1,1
realprofgriff,1,0,1,1
realshit,2,1,1,0
realstaceydash,2,1,0,2
realsway,1,1,0,2
realtimers,1,3,1,0
realz,1,1,1,0
reap,0,2,3,2
reaper11b81,2,1,1,0
reaping,0,2,1,1
reardon,1,1,5,0
rears,1,1,1,0
reb,6,5,0,14
rebelletweet,1,1,0,1
rebellious,0,1,1,1
reblogging,5,7,2,0
reborn,3,0,2,1
rebrand,0,1,1,1
rebuke,2,4,0,1
rebz,0,6,1,5
receipt,2,0,1,1
recital,1,1,2,0
reckons,0,3,1,4
reclaimlanguage,2,1,0,3
recommending,0,1,2,2
recorders,1,0,1,1
recordings,3,6,0,3
recount,653,19,0,1
recourse,0,3,4,1
recruits,0,4,2,3
recycled,1,1,0,3
reddevils,1,3,2,0
redeyefnc,1,1,0,3
redeyespage,2,1,0,1
redflag,1,1,0,6
redflagnews,1,1,0,1
rediculous,0,1,1,2
redistribution,0,2,1,2
redoctober,1,1,0,4
redress,1,0,3,2
reds,1,4,0,2
reeking,4,4,1,0
reeling,1,0,1,1
reepersfriend,0,16,5,2
reevaluate,1,2,0,3
reeves,1,1,0,4
referee,5,4,2,0
refereeing,1,1,2,0
referees,2,6,1,0
referenced,0,3,2,2
refinedsmarts,3,4,0,3
reformed,2,0,1,2
reforming,1,0,2,1
refresh,2,3,0,2
refreshed,0,1,1,1
refund,2,0,2,4
refute,2,2,1,0
refuted,1,1,1,0
regarded,2,0,1,1
reggie,0,3,3,2
reghud,2,0,1,1
regi,0,1,1,1
regime,0,5,6,15
regional,3,2,0,6
registers,0,10,2,1
regram,1,0,6,13
regressive,1,2,1,0
regressivesrus,1,3,0,4
regs,0,1,1,1
regulate,0,2,1,3
regulated,1,0,1,2
regulators,2,1,2,0
rehearsed,1,1,1,0
reignite,0,216,41,16
reignited,2,1,0,1
reinforce,0,2,2,1
reinforcement,0,1,1,1
reinforcements,1,0,2,1
rejects,0,10,18,12
rejoice,1,0,4,2
rekiaboyd,0,5,3,1
rel,3,1,0,2
relatively,1,4,0,7
relegated,0,1,1,1
relevance,2,4,0,2
relies,3,2,1,0
relieve,1,0,1,3
relocate,4,1,0,3
relocated,1,0,1,1
relying,1,2,0,6
remark,4,2,0,3
remax,14,1,1,0
remeber,1,0,3,1
remedy,0,2,4,3
reminders,1,1,3,0
remote,2,4,2,0
removes,2,2,0,3
ren,3,1,0,1
renamed,2,2,0,5
render,2,1,0,1
rendered,1,4,2,0
renisha,0,2,3,1
reno,0,2,1,1
renowned,7,1,0,5
rented,0,1,1,1
reopen,1,2,0,3
reopened,4,0,6,3
reopening,3,4,0,2
reparation,1,3,0,1
repjohnlewis,1,0,2,4
replacements,1,3,1,0
replaces,0,1,1,1
replytweet,2,1,0,1
repository,1,1,2,0
reposting,0,3,1,5
reprehensible,3,0,4,2
representatives,0,8,2,1
repressive,1,0,1,6
reprisal,1,1,0,1
reprojustice,0,4,1,2
repulsive,4,0,1,2
req,0,1,5,1
requiemformikebrown,1,0,185,7
requirements,1,0,4,4
rescued,1,2,0,4
resemblance,0,1,1,4
resembling,0,1,1,1
reset,0,2,4,3
reshape,1,18,0,1
reshaped,2,1,0,6
residentialland,1,2,0,1
resigning,0,2,1,1
resist44,3,4,0,2
resistence,0,1,1,4
resolutions,1,1,1,0
resonance,16,0,1,1
resonates,3,1,1,0
restores,13,1,0,2
rests,1,1,1,0
resumes,3,0,1,3
retail,1,0,1,2
retaining,2,1,0,6
retiredfirstsgt,1,1,0,1
retires,0,1,2,2
retort,0,3,1,1
retract,1,2,0,1
retracted,0,4,2,1
retreat,11,6,0,8
retreated,0,4,1,3
retribution,0,28,2,5
reut,0,1,1,1
reuter,0,2,1,12
reverb,0,1,1,1
revere,1,1,2,0
reverends,3,3,0,9
reversed,6,5,0,3
revgatorjohn,2,0,3,5
revise,3,0,3,3
revisionism,1,0,1,1
revisited,7,36,2,0
revival,2,8,0,23
revoked,1,1,10,0
revoltnews,5,1,0,3
revolttv,2,1,0,3
revolutions,3,1,0,3
rewatching,1,0,1,1
rewind,1,4,0,1
rex,3,0,6,1
rez,2,1,3,0
rftmusic,1,0,6,2
rhymes,5,0,1,5
riaeller,1,2,0,1
ribbons,0,1,1,3
ribs,18,1,4,0
richardson,5,2,3,0
richellecarey,2,0,4,3
richer,1,0,1,3
rickmayhem,1,3,0,4
ricky,1,0,2,7
rickyrozay,1,2,1,0
rico,1,2,0,3
ridden,11,12,0,2
riddle,4,2,1,0
rider,0,1,4,5
riders,6,0,11,25
rife,1,2,0,1
rigged,5,8,6,0
rightful,1,2,0,1
rightmind,2,2,0,3
rightnowio_feed,0,3,2,5
rikyrah,0,1,1,1
riling,1,1,0,1
ringing,0,2,1,3
riotous,1,2,0,1
ripe,1,4,0,1
ripmichaelbrown,0,1,2,2
ripmike,1,1,1,0
ripped,5,5,0,6
ripping,3,0,4,5
ripple,0,2,1,3
rips,30,1,0,8
risen,2,3,4,0
risking,0,3,2,6
rita,0,1,2,3
ritchie,1,0,2,1
rivals,4,2,0,6
riverside,1,0,5,3
riverview,3,11,1,0
riveted,1,2,2,0
rjgatoresq,0,2,1,2
rlippmann,7,0,6,14
rlly,1,0,2,3
rlm_3,2,1,1,0
rmu,3,2,0,1
rnc,3,1,1,0
rns,1,0,1,6
ro,0,15,4,5
roach,1,4,0,2
roadway,2,3,1,0
roaming,3,2,0,4
roast,1,0,2,1
robbers,2,2,0,6
robbiesavage8,1,0,1,2
robertdedwards,2,1,0,1
robes,0,1,6,1
robxnav,1,1,2,0
roc,2,5,0,4
rochellek14,13,2,0,3
rocked,1,0,3,6
rockets,6,1,0,1
rockford,7,7,1,0
rockmedia,3,0,1,1
rockprincess818,1,3,0,2
roddy,1,1,1,0
roderick,1,1,0,1
rodimusprime,2,7,0,2
rody__x7,1,1,0,2
roflmbo,0,1,1,1
roh,4,6,1,0
roid,2,2,3,0
rolla,4,0,1,4
rolltide,1,1,1,0
romaniello_art,3,1,0,1
romonaga_,10,38,0,1
ronc99,1,5,0,2
ronjohnson,5,0,4,1
rookies,1,0,3,1
roommate,0,6,1,1
rooms,0,1,4,6
roosters,6,2,0,5
rory,0,1,3,3
rosaparks,1,1,0,1
rosariodawson,2,0,3,4
roshadmcintosh,0,5,1,2
rosieperezbklyn,1,1,2,0
roster,1,2,2,0
rotate,0,11,2,2
roughly,1,0,5,3
roulette,3,2,0,1
rounding,1,0,1,1
rouser,1,2,0,2
rousers,0,3,1,1
rousseau_ist,2,3,0,4
rovers,4,2,0,3
roy__rogers,1,3,0,1
rsd,4,9,0,6
rtamerica,0,1,1,3
rtd,1,2,0,2
rtv6,1,1,0,1
ru,0,1,1,2
ruach321,0,1,1,1
rub,2,1,0,1
rubberbullets,1,1,0,2
rubbing,2,0,1,2
ruby,0,1,4,2
ruckus,0,2,1,5
rudely,0,1,1,1
rudyhuxtable80,2,0,2,5
rue,1,0,2,5
rugbyleague,2,1,1,0
ruger,8,1,0,15
ruins,1,6,0,4
rulings,0,1,1,3
rumble,0,4,1,2
rumours,3,0,2,2
runner,3,3,2,0
runners,3,2,3,0
runnin,0,3,2,1
ruptly,1,0,3,12
ruse,1,1,0,1
rushlimbaugh,0,7,1,1
russian_starr,1,0,1,2
rustin,2,0,3,4
rut,3,1,1,0
ruth,0,4,3,5
ruud,0,2,1,1
rv,1,3,0,1
rwanda,1,1,0,1
rwers,1,1,1,0
rwnjs,0,4,3,1
rwwatchma,0,1,1,2
ryanmcollie,0,3,3,1
ryersonu,2,0,1,2
rzb,1,1,0,4
rzimmermanjr,1,1,2,0
s00e07,1,5,0,2
saamyycrespo,1,2,0,1
saanich,1,0,2,3
sabotage,0,3,2,1
sacks,2,1,0,1
sacourtreporter,0,3,3,2
sacred,6,0,2,9
sacrificed,0,5,5,1
sadbuttrue,0,1,1,1
saddam,7,0,1,1
sadder,3,1,0,1
saddest,4,3,0,1
safaripark,4,1,0,9
safc,1,0,1,3
saggin,0,1,1,1
saggy,2,1,0,2
sahelnews,0,2,1,3
sailors,1,2,2,0
saintlouis,0,2,6,23
salad,3,2,0,4
salaries,1,0,3,3
salient,1,0,1,1
salinas,1,3,3,0
saliva,1,0,1,1
sallykohn,1,47,0,2
samantha,0,1,2,3
samanticshift,0,2,1,1
samharrisorg,1,1,0,3
samhill1961,0,2,1,2
samich,10,3,0,4
samoa,0,4,2,1
samples,0,3,1,1
sams,5,1,0,4
samuels,1,0,2,2
sanantonio,1,0,1,2
sanctity,3,2,1,0
sandbox,1,0,1,1
sanders,1,2,0,1
sandralhanlon,7,23,0,5
sands,1,0,1,1
santiago,1,1,1,0
saq,0,1,1,3
sar,2,0,2,6
sarahljaffe,0,1,1,2
sarahpalinusa,2,4,0,1
sarc,1,1,0,1
sarcastic,4,2,0,4
sarcastically,1,4,1,0
sarsoora834,4,0,3,4
satisfied,0,7,1,15
saudi,2,2,0,1
savagenation,3,1,0,2
savagery,3,2,0,6
savannah,3,4,6,0
savethesenate,3,5,0,12
sayers,1,0,1,1
sayn,1,2,0,1
sayreville,2,1,0,1
scales,0,1,2,4
scalp,2,1,1,0
scammer,1,0,1,2
scan,1,0,1,1
scandalous,2,1,0,1
scanners,1,1,0,8
scar,4,1,0,18
scarves,0,2,3,1
scathing,1,16,0,4
scatter,2,8,0,6
scatx,1,0,2,1
schellman,2,2,1,0
schmidt,9,0,3,1
schnucks,2,3,0,8
schomburgcenter,12,0,1,2
schoolers,0,3,1,2
schooling,2,5,0,1
schreerusevlyan,0,4,1,2
schultz,1,1,1,0
scientist,24,4,0,2
scientology,1,0,7,3
scmbg,2,2,0,5
scmp_news,1,0,3,1
scoprire,2,1,0,1
scots,3,2,0,3
scottgreenfield,1,2,1,0
scottishfold,1,4,0,1
scottphinney,0,2,2,3
scottwylie7,9,27,0,2
scotty,0,2,2,15
scout,2,2,3,0
scouting,0,1,2,6
scouts,1,0,1,3
scramble,2,0,1,1
scrapped,1,2,1,0
screwing,1,4,3,0
script,4,7,5,0
scripts,0,1,1,5
scriptures,1,1,0,2
scrolling,3,0,1,3
scrowder,2,1,0,1
scrubbed,3,2,1,0
scrubbing,2,1,0,2
scrutinizes,0,3,1,6
scuttlebutt,0,1,2,1
sdixon3171,5,2,0,4
sds,1,2,0,1
seagulls,1,1,0,1
seals,5,0,2,2
seas,0,1,1,3
seasoned,2,1,0,2
seats,4,0,7,12
seattlenoire,0,2,1,1
secon,0,1,1,1
secondary,0,7,1,9
secrecy,1,7,4,0
secretariat,0,1,3,1
secretservice,0,1,23,3
sectional,3,0,1,1
secular,0,1,2,1
secures,0,1,4,2
sed,1,2,1,0
sedalia,3,0,1,1
seekers,2,5,0,4
seemslegit,1,1,1,0
segregate,1,2,1,0
segregationist,1,1,1,0
segregationists,2,1,0,1
seiu,1,4,0,23
seize,1,2,0,3
seized,4,0,1,3
seizures,1,2,0,6
sel,1,3,0,1
seldengadawgs,1,2,0,1
selection,5,15,0,2
selectively,5,6,0,1
selengkapnya,0,2,1,1
selfdefense,5,18,0,3
selfserving,2,1,0,1
sellin,0,1,1,1
sellout,0,1,6,4
semester,0,1,5,2
semi,0,3,1,5
seminary,9,0,4,3
senate_gops,1,3,0,1
senatorreid,0,2,2,1
senile,1,1,1,0
sensanders,2,0,1,1
sensationalize,0,1,1,1
sensible,0,3,1,3
sensing,1,2,0,1
sensitivity,6,7,0,9
sentimental,1,1,1,0
separates,1,2,0,2
separatists,0,1,1,1
seperate,0,1,1,1
sequel,0,3,1,5
serenejones,1,0,1,1
sermon,3,4,0,6
serv,1,0,1,1
servitude,1,1,0,2
sessions,9,0,3,3
sethrow991,2,0,3,7
settles,0,2,2,1
seventeen,2,45,0,15
severely,2,0,6,4
sewer,5,1,0,8
sewn,0,1,1,2
sexfilme,1,2,0,4
sexo,3,4,0,4
sexuality,1,2,0,2
sfa,0,1,1,1
sfgiantsfans,1,1,0,2
sfpelosi,3,1,0,2
sgf,2,0,1,1
sh_t,1,0,1,1
sha,1,1,0,2
shadirahimi,3,1,0,50
shadowed,1,3,0,1
shai,1,7,0,1
shailene,3,31,0,5
shaken,0,1,2,1
shakira,0,1,2,1
shallow,2,3,0,5
shamardal,0,1,1,15
shambles,2,3,0,6
shamed,1,7,0,3
shamelessly,1,2,0,1
shames,7,1,0,1
shaneclaiborne,2,0,1,3
shannonrwatts,2,1,1,0
shaping,2,6,0,2
shaquille,0,2,4,3
shareaholic,2,2,0,4
sharialaw,0,1,2,1
sharkfu,3,0,1,1
sharks,1,2,1,0
sharon,5,1,6,0
sharpened,0,1,1,1
sharply,1,1,0,1
shasta,1,1,2,0
shaughn_a,2,1,0,4
shawncarrie,13,2,0,14
shawnjackson79,1,4,0,1
shawshooting,395,530,0,4568
shea,0,3,3,2
shearer,0,1,1,4
shebe86,1,3,0,2
sheds,1,1,3,0
sheehan,1,1,1,0
shelbert,0,2,1,1
shell,0,7,1,6
shells,0,2,1,1
shemovement,0,1,1,2
shenanigans,2,2,2,0
shenglong111,2,1,1,0
sheriffs,1,6,1,0
sherlock,0,1,2,1
shero,1,2,0,1
sherriqueenmoma,13,3,0,2
sherrydear,1,0,1,4
sheryl,1,0,1,2
shh,1,2,1,0
shhh,2,4,1,0
shhhh,8,2,0,1
shhhhh,0,1,1,1
shifts,0,1,6,13
shiii,1,1,0,2
shinji,1,1,0,81
shiny,1,3,2,0
shipment,0,2,2,1
ships,0,1,2,1
shitheads,0,2,1,3
shitshow,1,0,1,1
shittin,1,0,1,1
shitting,2,1,0,5
shmurda,1,0,5,2
shocker2169,2,1,0,2
shoddy,1,2,4,0
shoe_saddle,2,2,0,5
shona,3,4,2,0
shonda,3,1,1,0
shoo,11,8,0,5
shook,0,2,2,22
shooti,0,20,1,3
shootout,6,1,0,9
shopkeepers,0,2,1,1
shoplift,2,2,0,1
shoplifting,6,4,0,2
shopped,1,1,1,0
shordee,1,0,1,1
shore,1,1,1,0
shortcomings,0,1,2,2
shorty,0,1,1,1
shortydwop,2,0,3,34
shotguns,2,6,0,6
shoulda,2,4,0,8
shouldve,1,4,2,0
shoutnews,2,0,2,1
shoutouts,2,1,0,1
showcases,1,1,1,0
showin,0,3,1,1
showtime,0,1,3,2
shredding,1,3,1,0
shreds,0,6,1,1
shrugged,1,0,1,1
shrugging,0,3,1,1
shtf,1,6,0,3
shu,1,1,0,1
shuck,0,1,3,1
shuffle,2,1,0,1
shugah,2,2,0,2
shugnice,3,2,1,0
shun,0,1,1,2
shunned,1,1,0,1
shutter,1,1,0,1
shuttin,0,2,2,3
shy,4,0,7,6
sic,1,4,0,1
sickness,1,2,0,6
sicko,2,0,1,1
sideline,2,0,1,1
sierraav8r,6,16,1,0
sig,1,3,0,2
sighting,1,2,1,0
signalboost,1,0,1,1
significantly,1,0,2,3
signifies,0,1,33,1
signs_of_the_ti,1,0,1,1
signup,2,1,0,1
sike,2,2,0,2
sikeston,1,0,2,5
silencing,0,3,2,1
silva,2,1,0,1
similarly,1,0,1,1
simmons,0,3,3,7
simplistic,1,1,2,0
simultaneous,0,1,1,3
sinful,0,2,1,2
singapore,0,5,7,4
singers,0,1,8,2
singles,2,3,5,0
singling,0,1,1,1
sinking,2,3,2,0
sinmior,1,3,0,5
sinners,0,1,1,1
sinow,0,3,2,3
siralexstand,3,3,0,2
sire,1,0,2,3
siren,1,2,0,3
sirenck,5,7,2,0
sirens,1,1,0,19
sirosenbaum,1,2,5,0
sisqcat,2,2,0,1
sista,5,2,2,0
sitcom,2,2,0,1
sitio,1,0,1,1
sitter,0,3,1,3
sitе,4,0,4,2
sixties,2,5,1,0
sixty,3,1,0,3
sjuccstl,7,0,1,2
sjws,3,2,0,1
skateboard,1,1,0,3
sket,0,1,3,2
skimming,1,1,1,0
skinhead,0,1,1,1
skinnies,3,1,0,2
skipping,4,2,0,3
skittles,5,5,0,13
skolnik,1,0,2,3
skrill,6,0,24,6
skulls,33,8,0,63
skyfootball,1,1,1,0
skynews,0,1,1,2
skysports,2,2,0,18
skysportsnewshq,6,0,1,14
slack,0,1,1,1
slandered,2,2,0,1
slandering,1,2,0,3
slang,0,1,1,2
slant,1,5,2,0
slapped,3,4,3,0
slated,0,2,2,3
slatest,1,0,2,1
slavetrade,2,2,0,3
slcpd,2,38,1,0
sleepy,3,8,0,3
sleestak,1,0,7,1
sleeve,2,0,1,2
slhopkins60,1,6,0,2
slick,6,0,1,6
slickmo1,20,2,0,3
slideshow,1,2,0,1
slight,0,1,2,4
slim,2,5,0,4
slime,3,7,0,1
slippery,0,1,2,1
slippery_sloper,1,1,0,1
slogans,2,3,0,1
slope,0,1,3,1
sloppy,3,4,0,2
slot,2,0,1,1
slowing,1,0,15,2
slp,2,0,2,1
slsdem,1,1,1,0
slso,2,0,147,3
slu_official,17,5,0,15
sluknowslaw,1,4,19,0
slums,6,6,0,2
slush,1,0,1,3
sly,2,1,0,1
smack,10,1,0,7
smallbiz,1,1,0,2
smallbusiness,1,3,0,1
smartphone,3,2,0,2
smashes,3,1,0,1
smearing,1,38,3,0
smears,0,3,1,1
smelling,1,6,1,0
smiled,0,2,1,1
smirk,0,1,1,2
smirking,2,1,0,1
smirks,1,1,0,3
smm,0,2,3,9
smokes,0,4,2,1
smokin,0,5,4,2
smug,0,5,2,3
sn,8,2,0,2
snack,0,1,1,3
snakes,0,3,2,4
snapper,1,0,1,4
snapshot,0,1,6,8
snapzu,2,0,1,1
snarky1b4,5,15,3,0
sneakers,5,0,10,3
sneaking,1,1,0,1
snicker,1,2,0,1
snoopsmama253,3,0,5,4
snot,0,4,2,4
snowflake,1,0,2,2
snowstorm,2,1,0,1
snrtg,2,0,1,2
soaking,1,5,1,0
soap,3,0,1,2
soapcrush,1,1,0,4
soar,2,0,6,1
sob,5,4,0,6
sobering,1,0,1,7
soc,2,1,2,0
socalled,1,1,1,0
soccer_laduma,0,1,1,2
soci429,1,0,2,2
socialexperiment,1,4,0,19
socialism,1,6,0,5
socialistalt,1,1,0,7
socialistviews,2,4,0,1
socialwork,0,2,6,7
societies,1,3,0,1
socioeconomic,1,1,0,1
soda,0,5,1,12
sofa,0,1,3,1
sofambro90,2,0,5,4
softening,1,1,0,27
softer,0,2,1,4
soit_goes,1,0,1,4
sojourner4truth,1,0,1,1
soldier1eaodgrn,4,2,0,3
sole,0,4,2,4
solicit,1,2,0,1
soloconectate,0,1,2,3
someones,2,2,0,2
somerset,1,0,1,3
somethings,1,120,0,3
songofages,0,3,2,2
songwriter,2,1,1,0
sonny,1,2,1,0
sonsandbros,1,0,8,1
soothe_,6,3,4,0
sophia,1,1,0,1
sophie,1,1,1,0
sophisticated,1,1,0,1
sore,2,0,2,2
sorely,1,0,1,1
sorta,0,2,1,3
sot,2,2,0,2
soulja,1,1,0,1
soundtrackunsereslebens,1,1,1,0
sourced,2,6,0,1
southampton,4,0,1,3
southeast,2,0,3,3
southsalem,1,1,0,2
sowell,2,3,0,3
sox,1,0,4,1
soxfaneast,1,1,2,0
soxmom47,6,0,8,7
spacekatgal,1,1,1,0
sparing,0,1,2,1
spawns,0,1,3,1
speakertimjones,4,0,1,1
speakout,1,2,0,4
speakup,1,2,0,2
spear,0,1,1,3
specialist,3,0,7,1
specialprosecutor,0,2,3,1
spectacle,2,6,0,4
spectator,2,2,0,1
speculating,1,3,0,2
speeding,7,1,0,6
speeds,0,1,1,2
spelt,0,1,1,8
spence,1,1,1,0
spies,0,4,5,1
spikelee,0,7,3,1
spikes,0,3,1,1
spilling,0,1,1,3
spine,3,1,0,1
spirited,1,0,5,8
spirituality,3,0,1,1
spiritually,0,1,4,1
spits,61,1,0,1
spitters,2,1,0,1
splatters,1,0,1,1
spoiler,0,1,3,1
spoilers,0,1,1,3
spokeswoman,3,0,1,21
spon,1,1,0,1
spontaneous,1,0,2,3
spoon,0,4,1,2
sportingnews,1,0,2,3
sportnews,2,0,3,9
sportscenter,0,4,2,5
sportsmole,2,0,2,4
spotify,1,1,0,1
spotlights,0,4,2,2
spots,8,13,0,9
spotting,1,0,1,2
spox,2,0,1,2
spradling,2,3,1,0
spraying,5,2,0,37
spreadbutter,1,1,0,1
spreads,0,2,3,9
spreadsheet,0,1,2,1
springer,1,5,1,0
springs,7,0,7,11
springsteen,2,0,1,1
sprinkle,1,2,0,2
sprint,1,3,1,0
spu,1,5,1,0
spurred,0,1,26,11
sq,6,15,2,0
squat,1,2,0,1
squeal,1,2,1,0
squeezing,1,1,0,1
srhbutts,3,3,0,1
srjones66,1,0,1,2
sschat,1,2,6,0
ssn,0,1,1,6
ssnhq,5,0,1,5
st8,1,3,0,2
sta,2,6,0,11
stab,30,1,0,1
stabbing,2,5,0,3
stability,0,1,1,4
staciemritchie,6,5,0,3
stacked,3,1,4,0
stacks,4,1,1,0
stacyontheright,0,4,2,3
stages,1,0,1,21
stain,1,3,0,3
stained,1,1,8,0
stains,0,1,4,3
stale,1,1,0,4
stalked,1,4,0,1
stall,1,14,2,0
stalled,0,1,1,8
stalley,8,4,0,4
stalling,2,0,3,1
stalls,0,1,42,1
stamp,0,10,6,9
stampede,1,1,0,3
stan,0,3,3,4
standforsomething,0,1,2,5
standstill,0,1,1,3
standyourground,2,1,1,0
stank,0,1,3,2
stanley,2,0,4,1
stanleycohenlaw,0,2,1,8
stann,0,3,4,1
starring,0,4,4,3
starstruck,0,1,2,1
starters,0,4,3,2
startribune,0,2,1,1
startups,1,0,1,5
starving,2,0,3,5
statedept,1,0,1,3
statedlife,2,2,0,2
statenisland,1,0,1,4
stateside,0,6,3,2
statistical,1,4,1,0
stayawake,0,1,1,1
stayclassy,4,1,2,0
stayfocused,1,1,0,6
staysafe,0,3,2,1
stb_stl,0,1,1,1
stcyrlyme2,1,0,1,1
steer,2,1,0,1
stefan,1,0,1,1
stein,3,4,0,3
stellacotton,1,1,0,1
